nom,structure_porteuse,description,type_lieu,statut,nature_juridique,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_commune,adresse_departement,adresse_region,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_details,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,tarifs,accessibilite,services,labels
Onlineformapro,,,,,,,38 Avenue Françoise Giroud 21000 DIJON,38,Avenue Françoise Giroud,21000,21231,Dijon,Côte-d'Or,Bourgogne-Franche-Comté,47.364337,5.050146,,Non,0384769083,,aptic-dijon@onlineformapro.com,https://www.onlieformapro.com,,"<ul><li>- lundi matin: 8h30-12h / lundi après-midi: 12h-17h<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 12h-17h<br>
</li><li>- mercredi matin: 8h30-12h / mercredi après-midi: 12h-17h<br>
</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 12h-17h<br>
</li><li>- vendredi matin: 8h30-12h / vendredi après-midi: 12h-17h<br>
</li><li>- </li><li>- </li></ul>",,,,,,,,APTIC
PANDA Grésilles,,,,,,,14  rue Camille Claudel 21000 DIJON,14,Rue Camille Claudel,21000,21231,Dijon,Côte-d'Or,Bourgogne-Franche-Comté,47.32968,5.069047,,Non,0380488414,,,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 14h-18h<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 14h-18h<br>
</li><li>- mercredi matin: 10h-12h / mercredi après-midi: 14h-18h<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 14h-18h<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 14h-17h<br>
</li><li>- samedi matin: 9h-12h / samedi après-midi: 14h-17h<br>
</li><li>- </li></ul>",,,,,,,,
Espace numérique de Côte-d'Or - Centre social d'Arnay-le-Duc,,,,,,,3 rue de la Gare 21230 ARNAY LE DUC,3,Rue de la Gare,21230,21023,Arnay-le-Duc,Côte-d'Or,Bourgogne-Franche-Comté,47.13087,4.49111,,Non,0380901755,,accueil@csarnayleduc.fr,https://csarnayleduc.fr,,"<ul><li>-  / lundi après-midi: 18h30-20h<br>
</li><li>- mardi matin: 10h-11h30 / mardi après-midi: 15h30-18h30<br>
</li><li>-  / mercredi après-midi: 15h30-17h30<br>
</li><li>- jeudi matin: 9h30-11h30</li><li>-  / vendredi après-midi: 15h30-18h30<br>
</li><li>-  / samedi après-midi: 14h30-15h30<br>
</li><li>- </li></ul>",,,,,,,,
MJC Chenôve,,,,,,,7 rue de Longvic 21300 CHENOVE,7,Rue de Longvic,21300,21166,Chenôve,Côte-d'Or,Bourgogne-Franche-Comté,47.289577,5.008814,,Non,0380521864,,,,,,,,,,,,,APTIC
Médiathèque Michel Etiévant,,,,,,,Mairie de Longvic - Allée de la Mairie - BP 77 21600 LONGVIC,,Allée de la Mairie,21600,21355,Longvic,Côte-d'Or,Bourgogne-Franche-Comté,47.284881,5.062149,,Non,0380682160,,,,,,,,,,,,,APTIC
AC agir ensemble contre le chômage,,,,,,,2 rue Victor Hugo 25000 BESANCON,2,Rue Victor Hugo,25000,25056,Besançon,Doubs,Bourgogne-Franche-Comté,47.2349,6.02968,,Non,0683919770,,,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 13h-16h<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 13h-16h<br>
</li><li>- </li><li>- jeudi matin: 9h-12h / jeudi après-midi: 13h-16h<br>
</li><li>- </li><li>- </li><li>- </li></ul>",,,,,,,,APTIC
DigiFab,,,,,,,4 Avenue du Parc 25000 BESANCON,4,Avenue du Parc,25000,25056,Besançon,Doubs,Bourgogne-Franche-Comté,47.218,5.97217,,Non,0677394145,,azouz@digifab.fr,http://digifab.fr/,,,,,,,,,,APTIC
Onlineformapro,,,,,,,10 rue Pablo Picasso 25000 BESANCON,,Rue Pablo Picasso,25000,25056,Besançon,Doubs,Bourgogne-Franche-Comté,47.2185,5.97359,,Non,0384769083,,,,,"<ul><li>- lundi matin: 8h30-12h / lundi après-midi: 13h30-17h<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 13h30-17h<br>
</li><li>- mercredi matin: 8h30-12h / mercredi après-midi: 13h30-17h<br>
</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 13h30-17h<br>
</li><li>- vendredi matin: 8h30-12h / vendredi après-midi: 13h30-17h<br>
</li><li>- </li><li>- </li></ul>",,,,,,,,
Onlineformapro,,,,,,,2b chemin de Palente 25000 BESANCON,,Chemin de Palente,25000,25056,Besançon,Doubs,Bourgogne-Franche-Comté,47.2648,6.05211,,Non,0384769083,,,,,"<ul><li>- lundi matin: 8h30-12h / lundi après-midi: 13h30-17h<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 13h30-17h<br>
</li><li>- mercredi matin: 8h30-12h / mercredi après-midi: 13h30-17h<br>
</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 13h30-17h<br>
</li><li>- vendredi matin: 8h30-12h / vendredi après-midi: 13h30-17h<br>
</li><li>- </li><li>- </li></ul>",,,,,,,,APTIC
d@vp@il,,,,,,,52 Grande Rue 25300 LES FOURGS,52,Grande Rue,25300,25254,Les Fourgs,Doubs,Bourgogne-Franche-Comté,46.834637,6.402337,,Non,0677909895,,,,,,,,,,,,,APTIC
Association Gestion Actions Socio Culturelles,,,,,,,41  grande rue 25550 BAVANS,41,Grande Rue,25550,25048,Bavans,Doubs,Bourgogne-Franche-Comté,47.480477,6.736854,,Non,0381926425,,,,,,,,,,,,,APTIC
Association Maison commune,,,,,,,1025 rue des gentianes 39003 LONS LE SAUNIER,1025,Rue des Gentianes,39000,39300,Lons-le-Saunier,Jura,Bourgogne-Franche-Comté,46.677747,5.571681,,Non,0384475815,,,,,,,,,,,,,APTIC
Savoirs et formation,,,,,,,31  rue Julien Feuvrier 39100 DOLE,31,Rue Julien Feuvrier,39100,39198,Dole,Jura,Bourgogne-Franche-Comté,47.084708,5.498227,,Non,0950480884,,,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 12h-18h<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 12h-18h<br>
</li><li>- mercredi matin: 9h-12h / mercredi après-midi: 12h-18h<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 12h-18h<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 12h-18h<br>
</li><li>- </li><li>- </li></ul>",,,,,,,,APTIC
FabLab Atelier Made in iKi,,,,,,,5  place du général Michelin 39140 COMMENAILLES,5,Place du General Michelin,39140,39160,Commenailles,Jura,Bourgogne-Franche-Comté,46.802739,5.451784,,Non,0628216577,,,http://madeiniki.org,,"<ul><li>-  / lundi après-midi: 19h30-21h<br>
</li><li>- </li><li>- </li><li>- </li><li>- </li><li>- samedi matin: 9h30-12h</li><li>- </li></ul>",,,,,,,,APTIC
FabLab Champagnole,,,,,,,2 rue de l'égalité 39300 CHAMPAGNOLE,2,Rue de l'Egalité,39300,39097,Champagnole,Jura,Bourgogne-Franche-Comté,46.747244,5.911097,,Non,0672215626,,fablabchampagnole@gmail.com,http://www.fablab-champagnole.com/,,,,,,,,,,APTIC
Association développement Aménagement,,,,,,,16  place de la Mairie 39320 VAL SURAN,16,Place de la Mairie,39320,39485,Val Suran,Jura,Bourgogne-Franche-Comté,46.393813,5.454,,Non,,,,,,,,,,,,,,
c.la cle administrative,,,,,,,13 route de Colonne - LE VISENEY 39800 BERSAILLIN,13,Route de Colonne,39800,39049,Bersaillin,Jura,Bourgogne-Franche-Comté,46.868209,5.597825,,Non,0671946708,,,,,,,,,,,,,APTIC
Conseil départemental de la Nièvre - Service d'accompagnement au numérique,,,,,,,14 bis rue Jeanne d'Arc 58000 NEVERS,14 bis,Rue Jeanne d'Arc,58000,58194,Nevers,Nièvre,Bourgogne-Franche-Comté,46.989419,3.152649,,Non,0676987045,,,,,,,,,,,,,APTIC
Onlineformapro,,,,,,,7 rue du 13ème de ligne 58000 NEVERS,7,Rue du 13e de Ligne,58000,58194,Nevers,Nièvre,Bourgogne-Franche-Comté,46.991958,3.143165,,Non,0643082749,,,,,,,,,,,,,APTIC
Onlineformapro,,,,,,,19  rue du Praley  Espace de la Motte 70000 VESOUL,19,Rue du Praley,70000,70550,Vesoul,Haute-Saône,Bourgogne-Franche-Comté,47.637076,6.152081,,Non,0384765244,,,,,"<ul><li>- lundi matin: 8h30-12h / lundi après-midi: 13h30-17h<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 13h30-17h<br>
</li><li>- mercredi matin: 8h30-12h / mercredi après-midi: 13h30-17h<br>
</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 13h30-17h<br>
</li><li>- vendredi matin: 8h30-12h / vendredi après-midi: 13h30-17h<br>
</li><li>- </li><li>- </li></ul>",,,,,,,,APTIC
Onlineformapro,,,,,,,6 rue Gambetta 70100 GRAY,6,Rue Gambetta,70100,70279,Gray,Haute-Saône,Bourgogne-Franche-Comté,47.447873,5.590222,,Non,0643082749,,,,,"<ul><li>- lundi matin: 8h30-12h / lundi après-midi: 13h30-17h<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 13h30-17h<br>
</li><li>- mercredi matin: 8h30-12h / mercredi après-midi: 13h30-17h<br>
</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 13h30-17h<br>
</li><li>- vendredi matin: 8h30-12h / vendredi après-midi: 13h30-17h<br>
</li><li>- </li><li>- </li></ul>",,,,,,,,APTIC
FabLab des 3 lapins,,,,,,,2 rue Lacépède 70300 LUXEUIL LES BAINS,2,Rue Lacepede,70300,70311,Luxeuil-les-Bains,Haute-Saône,Bourgogne-Franche-Comté,47.818094,6.388409,,Non,0769801948,,atelier@fablab3lapins.org,,,,,,,,,,,APTIC
Fablab des Monts de Gy,,,,,,,9 chemin des Ecoliers 70700 BUCEY-Lès-GY,9,Chemin des Ecoliers,70700,70104,Bucey-lès-Gy,Haute-Saône,Bourgogne-Franche-Comté,47.420065,5.846765,,Non,0782529498,,fablab-montsdegy@gmail.com,http://fablab-montsdegy.fr,,"<ul><li>- </li><li>- mardi matin: 9h30-11h30</li><li>- mercredi matin: 9h30-11h30 / mercredi après-midi: 14h-17h<br>
</li><li>- jeudi matin: 9h30-11h30</li><li>-  / vendredi après-midi: 17h-20h<br>
</li><li>- samedi matin: 9h-12h</li><li>- </li></ul>",,,,,,,,APTIC
Mon Assistant Numérique Mâcon ( Nicolas Numérique SAS),,,,,,,42 rue tourneloup  Centre d'affaires Tourneloup 71000 MÂCON,42,Rue Tourneloup,71000,71270,Mâcon,Saône-et-Loire,Bourgogne-Franche-Comté,46.304775,4.831782,,Non,0642302863,,,,,,,,,,,,,APTIC
Syntaxe erreur 2.0,,,,,,,place de l'église (entrée quai de l'Europe) 71130 GUEUGNON,,Quai de l'Europe,71130,71230,Gueugnon,Saône-et-Loire,Bourgogne-Franche-Comté,46.598346,4.057708,,Non,0385842276,,,,,,,,,,,,,APTIC
Maison Digitale Tremplin de Pierre en Bresse,,,,,,,15  grande rue 71270 PIERRE DE BRESSE,15,Grande Rue,71270,71351,Pierre-de-Bresse,Saône-et-Loire,Bourgogne-Franche-Comté,46.884869,5.261631,,Non,0972873281,,ateliertremplin@yahoo.fr,www.ateliertremplin.fr,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 12h-18h<br>
</li><li>- </li><li>- mercredi matin: 9h-12h / mercredi après-midi: 12h-18h<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 12h-18h<br>
</li><li>- </li><li>- </li><li>- </li></ul>",,,,,,,,
