nom,structure_porteuse,description,type_lieu,statut,nature_juridique,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_commune,adresse_departement,adresse_region,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_details,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,tarifs,accessibilite,services,labels
CRIJ-CIJ,,,,,,,37 Rue Saint-Léonard 44000 Nantes,37,Rue Saint Léonard,44000,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.218567,-1.555306,,Non,0251729450,,,http://www.infos-jeunes.fr/,,,,,,,,,,
Espace Multimedia Accoord Malakoff,,,,,,,Rue d'Angleterre 44000 Nantes,,Rue d'Angleterre,44000,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.21476,-1.526578,,Non,,,,https://www.accoord.fr//nc_centre/maison-des-haubans-csc-malakoff/,,,,,,,,,,
Bureau de la Poste Bourgneuf-en-Retz,,,,,,,16 Rue de la Tailée (Bourgneuf-en-Retz) 44580 Villeneuve-en-Retz,16,Rue de la Taillée,44580,44021,Villeneuve-en-Retz,Loire-Atlantique,Pays de la Loire,47.042412,-1.954083,,Non,0240214485,,,https://www.maisondeservicesaupublic.fr/,,,,,,,,,,
CCAS,,,,,,,1 BIS Place Saint-Similien 44000 Nantes,1 bis,Place Saint Similien,44000,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.220022,-1.558402,,Non,,,,https://www.nantes.fr/ccas,,,,,,,,,,
Maison de l'emploi Malakoff,,,,,,,8 Rue d'Angleterre 44000 Nantes,8,Rue d'Angleterre,44000,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.214995,-1.526771,,Non,,,,,,,,,,,,,,
Mediagraph,,,,,,,1 Rue d'Auvours 44000 Nantes,1,Rue d'Auvours,44000,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.221374,-1.563522,,Non,0240121912,,,,,,,,,,,,,
La Maison des habitants et du citoyen,,,,,,,1 Place des Lauriers 44100 Nantes,1,Place des Lauriers,44100,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.204346,-1.604948,,Non,,,,http://mdc44800.canalblog.com/,,,,,,,,,,
Centre socioculturel Bourderies,,,,,,,2 rue de Saint-Brevin 44100 Nantes,2,Rue de Saint Brévin,44100,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.207064,-1.596413,,Non,0240464146,,,https://www.accoord.fr/nc_centre/csc-bourderies/,,,,,,,,,,
Regart's association,,,,,,,5 Rue du Gers 44100 Nantes,5,Rue du Fer à Cheval,44100,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.206973,-1.598335,,Non,0240856327,,,https://www.associationregartsnantes.org/,,,,,,,,,,
Maison de l'emploi Bellevue,,,,,,,46 Boulevard Jean Moulin 44100 Nantes,46,Boulevard Jean Moulin,44100,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.205877,-1.601532,,Non,0251804151,,,https://www.me-metropole-nantaise.org/atelier_lieu/bellevue/,,,,,,,,,,
Dclic,,,,,,,19 Rue Auguste Renoir 44100 Nantes,19,Rue Auguste Renoir,44100,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.223648,-1.595732,,Non,,,contact@dclicpoleinfo.fr,www.dclicpoleinfo.fr,,,,"Jeunes,Séniors",,,,,,
Maison de l'emploi Dervallières,,,,,,,8 Rue Henri Matisse 44100 Nantes,8,Rue Henri Matisse,44100,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.223083,-1.596759,,Non,,,,,,,,,,,,,,
Maison des habitants et du citoyen,,,,,,,1 Place des Lauriers 44100 Nantes,1,Place des Lauriers,44100,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.204346,-1.604948,,Non,,,,,,,,,,,,,,
Médiathèque Lisa Bresner,,,,,,,23 Boulevard Émile Romanet 44100 Nantes,23,Boulevard Emile Romanet,44100,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.209868,-1.602584,,Non,,,,,,,,,,,,,,
Bibliothèque de Soudan,,,,,,,Rue Julien Masson 44110 Soudan,,Rue Julien Masson,44110,44199,Soudan,Loire-Atlantique,Pays de la Loire,47.737206,-1.304765,,Non,0240077451,,,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,,,,,,,,
Bibliothèque de Villepot,,,,,,,Rue de la Chapelle 44110 Villepot,,Rue de la Chapelle,44110,44218,Villepot,Loire-Atlantique,Pays de la Loire,47.775288,-1.27694,,Non,0240281039,,,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,,,,,,,,
Bibliothèque Noyal-sur-Brutz,,,,,,,5 Rue des Troènes 44110 Noyal-sur-Brutz,5,Rue des Troènes,44110,44112,Noyal-sur-Brutz,Loire-Atlantique,Pays de la Loire,47.77471,-1.342405,,Non,0240280958,,,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,,,,,,,,
Blibliothèque Erbray,,,,,,,4 Rue du Rocher 44110 Erbray,4,Rue du Rocher,44110,44054,Erbray,Loire-Atlantique,Pays de la Loire,47.655525,-1.318018,,Non,0240283532,,,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,,,,,,,,
Médiathèque Chateaubriant,,,,,,,6 Place Saint-Nicolas 44110 Châteaubriant,6,Place Saint-nicolas,44110,44036,Châteaubriant,Loire-Atlantique,Pays de la Loire,47.719159,-1.376855,,Non,0240810333,,,http://www.mairie-chateaubriant.fr/mediatheque-intercommunale/,,,,,,,,,,
Bibliotheque Louisfert,,,,,,,4 Rue de la République 44110 Louisfert,4,Rue de la République,44110,44085,Louisfert,Loire-Atlantique,Pays de la Loire,47.676502,-1.434035,,Non,0240813183,,,https://castelbriantais.e-sezhame.fr/node/content/nid/14403,,,,,,,,,,
Maison de l'Emploi du Pays de Châteaubriant,,,,,,,16 Rue Gabriel de la Tour 44110 Châteaubriant,16,Rue Gabriel Delatour,44110,44036,Châteaubriant,Loire-Atlantique,Pays de la Loire,47.711728,-1.373913,,Non,0228040633,,mailto:cc-chateaubriant-derval.fr,https://www.cc-chateaubriant-derval.fr,,,,,,,,,,
Pôle emploi Châteaubriant,,,,,,,10 Rue d'Ancenis 44110 Châteaubriant,10,Rue d'Ancenis,44110,44036,Châteaubriant,Loire-Atlantique,Pays de la Loire,47.717716,-1.370852,,Non,3946,,,https://www.pole-emploi.fr/annuaire/chateaubriant-44036,,,,,,,,,,
Bibliothèque de saint-André-des-Eaux,,,,,,,Rue des Guifettes 44117 Saint-André-des-Eaux,,Rue des Guifettes,44117,44151,Saint-André-des-Eaux,Loire-Atlantique,Pays de la Loire,47.32028,-2.30713,,Non,0251106264,,,http://bibliotheque.saint-andre-des-eaux.fr,,,,,,,,,,
Solidarité Emploi,,,,,,,2 Rue des Cèdres 44119 Grandchamps-des-Fontaines,2,Rue des Cèdres,44119,44066,Grandchamps-des-Fontaines,Loire-Atlantique,Pays de la Loire,47.363845,-1.607129,,Non,,,,http://solidarite-emploi44.fr/index.php,,,,,,,,,,
Maison de l'emploi Grandchamp-des-fontaines,,,,,,,1 Rue des Cèdres 44119 Grandchamps-des-Fontaines,1,Rue des Cèdres,44119,44066,Grandchamps-des-Fontaines,Loire-Atlantique,Pays de la Loire,47.364131,-1.606247,,Non,0251121094,,,http://www.cceg.fr/annuaire-des-structures-192/maison-de-l-emploi-et-de-la-formation-grandchamp-des-fontaines-85.html?cHash=f1888d85829b12fa37a18e7e73806223,,,,,,,,,,
Médiathèque de Grandchamp des fontaines,,,,,,,Rue de Curette 44119 Grandchamps-des-Fontaines,,Rue de Curette,44119,44066,Grandchamps-des-Fontaines,Loire-Atlantique,Pays de la Loire,47.364428,-1.606972,,Non,0249623970,,,http://www.grandchampdesfontaines.fr/culture-sports-loisirs/culture/mediatheque-victor-hugo-2057.html,,,,,,,,,,
CCAS Grandchamp des fontaines,,,,,,,25 Avenue du Général de Gaulle 44119 Grandchamps-des-Fontaines,25,Avenue du Général de Gaulle,44119,44066,Grandchamps-des-Fontaines,Loire-Atlantique,Pays de la Loire,47.364335,-1.60597,,Non,0240771326,,,http://www.grandchampdesfontaines.fr/mairie/services-municipaux-1999/ccas-301.html?cHash=f7a91b93291d711ac66f686a531a2273,,,,,,,,,,
Service Jeunesse,,,,,,,15 Rue Aristide Briand 44120 Vertou,15,Rue Aristide Briand,44120,44215,Vertou,Loire-Atlantique,Pays de la Loire,47.167415,-1.473814,,Non,,,,,,,,,,,,,,
Centre Socioculturel Tempo,,,,,,,7 Rue du 11 Novembre 44130 Blain,7,Rue du 11 Novembre,44130,44015,Blain,Loire-Atlantique,Pays de la Loire,47.476321,-1.763342,,Non,,,,http://csctempo.fr/?lang=fr,,,,,,,,,,
Médiathèque de Fay de bretagne,,,,,,,2 Rue Georges Sicard 44130 Fay-de-Bretagne,2,Rue Georges Sicard,44130,44056,Fay-de-Bretagne,Loire-Atlantique,Pays de la Loire,47.415363,-1.792132,,Non,0240873365,,,http://www.faydebretagne.fr/jsp/site/Portal.jsp?page_id=120,,,,,,,,,,
"Bibliothèque municipale ""Le Pot a Mots""",,,,,,,6 place Notre-Dame du Châtellier 44310 Saint-Lumine-de-Coutais,6,Place Notre Dame du Chatellier,44310,44174,Saint-Lumine-de-Coutais,Loire-Atlantique,Pays de la Loire,47.055928,-1.726852,,Non,0240029456,,,https://www.mobilis-paysdelaloire.fr/annuaire/bibliotheques/bibliotheque-pot-a-mots-saint-lumine-de-coutais,,,,,,,,,,
Maison de l'emploi Blain,,,,,,,7 Rue Victor Schoelcher 44130 Blain,7,Rue Victor Schoelcher,44130,44015,Blain,Loire-Atlantique,Pays de la Loire,47.47432,-1.761281,,Non,0240799901,,,https://www.pays-de-blain.com/economie-emploi/emploi-et-formation/,,,,,,,,,,
Point Relais Emploi,,,,,,,Rue de la Mairie 44140 Montbert,,Rue de la Ligne,44140,44102,Montbert,Loire-Atlantique,Pays de la Loire,47.058071,-1.482429,,Non,,,,,,,,,,,,,,
Bibliothèque Marcel Rouvreau,,,,,,,Port Arthur (Anetz) 44150 Vair-sur-Loire,,Rue de Port Arthur,44150,44163,Vair-sur-Loire,Loire-Atlantique,Pays de la Loire,47.377928,-1.104773,,Non,0240833195,,,http://bibliofil.pays-ancenis.fr/,,,,,,,,,,
Médiathèque Ancenis,,,,,,,Place de la République 44150 Ancenis,,Place de la Republique,44150,44003,Ancenis-Saint-Géréon,Loire-Atlantique,Pays de la Loire,47.365521,-1.183551,,Non,,,,http://bibliofil.pays-ancenis.fr/,,,,,,,,,,
Relais CAF,,,,,,,20 Rue émile Gabory 44330 Vallet,20,Rue Emile Gabory,44330,44212,Vallet,Loire-Atlantique,Pays de la Loire,47.162579,-1.26869,,Non,0228039089,,,http://www.caf.fr/,,,,,,,,,,
Maison de l'Etat,,,,,,,Rue du Docteur Bousseau 44150 Ancenis,,Rue du Docteur Bousseau,44150,44003,Ancenis-Saint-Géréon,Loire-Atlantique,Pays de la Loire,47.363881,-1.184751,,Non,0240830850,,,http://www.loire-atlantique.gouv.fr/Services-de-l-Etat/Prefecture-et-sous-prefectures/Sous-prefecture-de-Chateaubriant-Ancenis,,,,,,,,,,
Mission locale d'Ancenis,,,,,,,30 Place Francis Robert 44150 Ancenis,30,Avenue Francis Robert,44150,44003,Ancenis-Saint-Géréon,Loire-Atlantique,Pays de la Loire,47.370095,-1.178797,,Non,0240964430,,accueil@mlpaysancenis.fr,http://www.missionlocalepaysancenis.fr/,,,,,,,,,,
Point Info Mobile,,,,,,,19 Rue Général Leclerc 44510 Le Pouliguen,19,Rue Général Leclerc,44510,44135,Le Pouliguen,Loire-Atlantique,Pays de la Loire,47.278353,-2.429486,,Non,0240423105,,,http://www.tourisme-lepouliguen.fr/wifi-au-pouliguen.html,,,,,,,,,,
Le Fablab Pays d’Ancenis,,,,,,,5 Place Armand de Béthune 44150 Ancenis,5,Place Armand de Bethune,44150,44003,Ancenis-Saint-Géréon,Loire-Atlantique,Pays de la Loire,47.364199,-1.19173,,Non,,,,https://fablabancenis.wordpress.com/,,,,,,,,,,
Mairie d'Ancenis,,,,,,,Place du Maréchal Foch 44150 Ancenis,,Place du Marechal Foch,44150,44003,Ancenis-Saint-Géréon,Loire-Atlantique,Pays de la Loire,47.365559,-1.176597,,Non,0240838700,,,https://www.ancenis.fr,,,,,,,,,,
Pôle emploi Ancenis,,,,,,,336 Rue de Chateaubriand 44150 Ancenis,336,Rue Francois Rene Chateaubriand,44150,44003,Ancenis-Saint-Géréon,Loire-Atlantique,Pays de la Loire,47.377984,-1.181473,,Non,3949,,,https://www.pole-emploi.fr/accueil/,,,,,,,,,,
Point relais emploi de Vallet,,,,,,,1 Place Charles de Gaulle 44330 Vallet,1,Place Charles de Gaulle,44330,44212,Vallet,Loire-Atlantique,Pays de la Loire,47.160905,-1.26543,,Non,0251719212,,,,,,,,,,,,,
Médiathèque Georges Sand,,,,,,,25 Rue de la Mairie 44160 Besné,25,Rue de la Mairie,44160,44013,Besné,Loire-Atlantique,Pays de la Loire,47.39653,-2.09208,,Non,0240617635,,,http://mediatheque.besne.fr,,,,,,,,,,
Médiathèque de Crossac,,,,,,,Impasse des Petits Matelots 44160 Crossac,,Impasse des Petits Matelots,44160,44050,Crossac,Loire-Atlantique,Pays de la Loire,47.411034,-2.172382,,Non,0240010608,,,http://www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-crossac-2,,,,,,,,,,
Médiathèque de Pont-château,,,,,,,3 Rue du Chène Vert 44160 Pontchâteau,3,Rue du Chêne Vert,44160,44129,Pontchâteau,Loire-Atlantique,Pays de la Loire,47.431457,-2.075387,,Non,0240016117,,,http://www.cc-paysdepontchateau.fr/contacts/mediatheque-de-pont-chateau,,,,,,,,,,
Bibliothèque,,,,,,,2 Rue du Mortier Plat 44160 Sainte-Anne-sur-Brivet,2,Rue du Mortier Plat,44160,44152,Sainte-Anne-sur-Brivet,Loire-Atlantique,Pays de la Loire,47.458925,-2.005013,,Non,0240918488,,,http://www.sainte-anne-sur-brivet.fr/bibliotheque,,,,,,,,,,
Service emploi de Pontchâteau,,,,,,,2 Rue des Châtaigniers 44160 Pontchâteau,2,Rue des Châtaigniers,44160,44129,Pontchâteau,Loire-Atlantique,Pays de la Loire,47.440489,-2.102636,,Non,0240016618,,,https://www.cc-paysdepontchateau.fr/emploi-orientation/vous-avez-plus-de-26-ans/,,,,,,,,,,
Relais CAF,,,,,,,7 Place de l'église 44160 Pontchâteau,7,Place de l'Eglise,44160,44129,Pontchâteau,Loire-Atlantique,Pays de la Loire,47.438199,-2.089303,,Non,0810254410,,,https://www.loire-atlantique.fr/jcms/classement-des-contenus/par-territoire/communaute-de-communes-du-pays-de-pont-chateau-saint-gildas-des-bois/caf-relais-de-pontchateau-fr-p2_638495,,,,,,,,,,
Bibliothèque de Sainte-Reine-de-Bretagne,,,,,,,7 Rue du Père de Montfort 44160 Sainte-Reine-de-Bretagne,7,Rue du Père de Montfort,44160,44189,Sainte-Reine-de-Bretagne,Loire-Atlantique,Pays de la Loire,47.440635,-2.190881,,Non,0251108648,,,www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-sainte-reine-de-bretagne-2/,,,,,,,,,,
Cyber-base emploi de Nozay,,,,,,,9 Rue de l'église 44170 Nozay,9,Rue de l'Eglise,44170,44113,Nozay,Loire-Atlantique,Pays de la Loire,47.565797,-1.625008,,Non,,,,http://annuaire.mediation-numerique.fr/epn_4851.html,,,,,,,,,,
CSC lamano de Nozay,,,,,,,Le Patis Jourdeau 44170 Nozay,,Le Pâtis Jourdeau,44170,44113,Nozay,Loire-Atlantique,Pays de la Loire,47.56188,-1.622391,,Non,0240793504,,,http://lamano.centres-sociaux.fr/,,,,,,,,,,
Médiathèque de Jans,,,,,,,12 Route de Nozay 44170 Jans,12,Route de Nozay,44170,44076,Jans,Loire-Atlantique,Pays de la Loire,47.621228,-1.614444,,Non,0240799515,,,http://www.biblios-ccsd.net/cms/articleview/id/121,,,,,,,,,,
Bibliothèque d'Abbaretz,,,,,,,8 Rue des écoles 44170 Abbaretz,8,Rue des Ecoles,44170,44001,Abbaretz,Loire-Atlantique,Pays de la Loire,47.552072,-1.532326,,Non,0240872184,,,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,,,,,,,,,
Bibliotheque de Nozay,,,,,,,21 Rue Alexis Letourneau 44170 Nozay,21,Rue Alexis Letourneau,44170,44113,Nozay,Loire-Atlantique,Pays de la Loire,47.564644,-1.62652,,Non,0240793165,,,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,,,,,,,,,
Bibliothèque de Tréffieux,,,,,,,2 Place Saint-Grégoire 44170 Treffieux,2,Place Saint-grégoire,44170,44208,Treffieux,Loire-Atlantique,Pays de la Loire,47.619608,-1.537584,,Non,0240874159,,,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,,,,,,,,,
Bibliothèque de Vay,,,,,,,5 Rue Principale 44170 Vay,5,Rue Principale,44170,44214,Vay,Loire-Atlantique,Pays de la Loire,47.554607,-1.701621,,Non,0240795646,,,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,,,,,,,,,
