nom,structure_porteuse,description,type_lieu,statut,nature_juridique,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_commune,adresse_departement,adresse_region,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_details,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,tarifs,accessibilite,services,labels
Médi@Bus,,,,,,,93600 Aulnay-sous-Bois,,Aulnay-sous-Bois,93600,93005,Aulnay-sous-Bois,Seine-Saint-Denis,Île-de-France,48.944147,2.495219,,non,0158039222,,bibmediabus@aulnay-sous-bois.com,https://www.aulnay-sous-bois.fr/mes-loisirs/culture/reseau-des-bibliotheques/mediabus/,,Fr 09:45-12:30,Fr 09:45-12:30,,,,,,,
Bibliothèque Elsa Triolet,,,,,,,4 rue de l'union 93000 Bobigny,4,Rue de l'Union,93000,93008,Bobigny,Seine-Saint-Denis,Île-de-France,48.906579,2.442389,,non,0148952056,,laurene.pain-prado@ville-bobigny.fr,,,"Tu,Th 15:00-19:00, We 10:00-12:00,14:00-18:00, Fr 12:00-18:00, Sa 10:00-17:00","Tu,Th 15:00-19:00, We 10:00-12:00,14:00-18:00, Fr 12:00-18:00, Sa 10:00-17:00",,,,,,,
Bibliothèque Emile Aillaud,,,,,,,60 avenue Edouard Vaillant 93000 Bobigny,60,Avenue Edouard Vaillant,93000,93008,Bobigny,Seine-Saint-Denis,Île-de-France,48.90958,2.46756,,non,0148478117,,laurene.pain-prado@ville-bobigny.fr,,,"Tu 10:00-12:00,15:00-19:00, We 10:00-12:00,14:00-18:00, Fr 15:00-18:00, Sa 10:00-17:00","Tu 10:00-12:00,15:00-19:00, We 10:00-12:00,14:00-18:00, Fr 15:00-18:00, Sa 10:00-17:00",,,,,,,
Mission Locale Mire,,,,,,,5 rue de la Gaité 93000 Bobigny,5,Rue de la Gaité,93000,93008,Bobigny,Seine-Saint-Denis,Île-de-France,48.910599,2.436871,,non,0148969989,,,,,"Mo-Th 08:45-12:30,13:45-17:30; Fr 14:00-16:30",,,,,,,,
Bibliothèque Colonel Fabien,,,,,,,118 Av du Colonel Fabien 93100 Montreuil,118,Avenue du Colonel Fabien,93100,93048,Montreuil,Seine-Saint-Denis,Île-de-France,48.874401,2.449629,,non,0148576441,,bibliotheques.montreuil@est-ensemble.fr,http://www.bibliotheque-montreuil.fr,,"Tu,Fr 15:00-18:00, We 10:00-12:00,14:00-18:00, Sa 10:00-13:00,14:00-17:00","Tu,Fr 15:00-18:00, We 10:00-12:00,14:00-18:00, Sa 10:00-13:00,14:00-17:00",,,,,,,
Bibliothèque Daniel Renoult,,,,,,,22 place Le Morillon 93100 Montreuil,22,Place le Morillon,93100,93048,Montreuil,Seine-Saint-Denis,Île-de-France,48.865088,2.479528,,non,0148547717,,bibliotheques.montreuil@est-ensemble.fr,http://www.bibliotheque-montreuil.fr,,"Tu,Fr 15:00-18:00, We 10:00-12:00,14:00-18:00, Sa 10:00-13:00,14:00-17:00","Tu,Fr 15:00-18:00, We 10:00-12:00,14:00-18:00, Sa 10:00-13:00,14:00-17:00",,,,,,,
Bibliothèque de quartier Paul Éluard,,,,,,,10 rue Valette 93100 Montreuil,10,Rue Valette,93100,93048,Montreuil,Seine-Saint-Denis,Île-de-France,48.854579,2.421377,,non,0148576656,,bibliotheques.montreuil@est-ensemble.fr,http://www.bibliotheque-montreuil.fr,,"Tu,Fr 15:00-18:00; We 10:00-12:00,14:00-18:00; Sa 10:00-13:00,14:00-17:00",,,,,,,,
Bibliothèque Robert Desnos,,,,,,,14 boulevard Rouget de l'isle 93100 Montreuil,14,Boulevard Rouget de Lisle,93100,93048,Montreuil,Seine-Saint-Denis,Île-de-France,48.86154,2.440636,,non,0148706904,,bibliotheques.montreuil@est-ensemble.fr,http://www.bibliotheque-montreuil.fr,,"Tu 12:00-20:00; We,Sa 10:00-18:00; Th,Fr 14:00-19:00",,,,,,,,
Café la Pêche,,,,,,,16 rue Pépin 93100 Montreuil,16,Rue Pepin,93100,93048,Montreuil,Seine-Saint-Denis,Île-de-France,48.863315,2.446808,,non,0171862900,,communication@lapechecafe.com,,,"Mo-Fr 09:00-12:00,13:45-17:30","Mo-Fr 09:00-12:00,13:45-17:30",,,,,,,
Centre Social / Maison de Quartier Esperanto,,,,,,,14 Allée Rolland Martin 93100 Montreuil,14,Allée Roland Martin,93100,93048,Montreuil,Seine-Saint-Denis,Île-de-France,48.865265,2.478463,,non,0171892520,,edwige.lajon@montreuil.fr,http://www.montreuil.fr/fileadmin/user_upload/Files/actualites_fichiers/2017/08_aout/Esperanto-Plaquette2017-2018-HD.pdf,,"Mo-Fr 09:00-12:15,14:00-18:00; Tu 14:00-18:00",,,,,,,,
