nom,structure_porteuse,description,type_lieu,statut,nature_juridique,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_commune,adresse_departement,adresse_region,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_details,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,tarifs,accessibilite,services,labels
SYLLABE,,,,,,,"145 avenue Henri Barbusse 47000 AGEN  mais aussi à Villeneuve, Ste Livrade, Marmande,Tonneins, Nérac et Fumel, M",145,Avenue Henri-barbusse,47000,47001,Agen,Lot-et-Garonne,Nouvelle-Aquitaine,44.206473,0.635091,,Non,553878467,,accueil.syllabe@orange.fr,,,"tous les jours, 9h -12h30; 14h - 18h",,Tout public,Sur inscription ou rendez-vous,Individuel,gratuité,,,
AGIR PLUS,,,Organisme de formations,,,,35 rue Laribère 47600 NERAC,35,Rue de Larribere,47600,47195,Nérac,Lot-et-Garonne,Nouvelle-Aquitaine,44.144196,0.332968,,Non,553654536,,formation@agirplus47.com,,,8h30-12h30 et 13h30-16h30,"08:30-12:30,13:30-16:30",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",10 €,,,
ass Vivre Mieux Ensemble (centre social),,,Association,,,,1 place matteo bandello 47130 Port Sainte Marie,1,Place Matteo Bandello,47130,47210,Port-Sainte-Marie,Lot-et-Garonne,Nouvelle-Aquitaine,44.250373,0.39388,,Non,553482260,,accueil@vivremieruxensemble.9pass.net,,,"lundi, mardi, jeudi et vendredi après-midi",,Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",photocopie payante,,,
Espace Numérique de Villeréal,,,Association,,,,53 St James 47210 Villeréal,53,Rue Saint-james,47210,47324,Villeréal,Lot-et-Garonne,Nouvelle-Aquitaine,44.636745,0.742898,,Non,553017816,,gacv47@gmail.com,,,mardi - mercredi - vendredi 9h30 -12h30 et 14h-17h - jeudi et samedi 9h30-12h30,,"Tout public,Allocataires,Demandeurs d'emploi",,Individuel,"voir sur place - tarif préférentiel pour les associations, les demandeurs d'emploi et les étudiants sur présentation d'un justificatif",,,
Association Convergence,,,Association,,,,Rue du Chemin rouge 47500 Fumel,,Rue du Chemin Rouge,47500,47106,Fumel,Lot-et-Garonne,Nouvelle-Aquitaine,44.485008,0.951606,,Non,553492510,,convergence.bvef@gmail.com,https://www.facebook.com/ConvergenceFumel/,,Lundi à Vendredi 9h-12h / 14h-17h,Mo-Fr 09:00-12:00; 14:00-17:00,"Tout public,Allocataires",,"Individuel,Collectif","Adhésion annuelle de 15€ pour un adulte, 10€ pour un mineur, demandeur d'emploi ou bénéficiaire du RSA",,,
CO-CLIC-CO,,,Association,,,,2356 avenue des Landes 47310 Sérignac Sur Garonne,2356,Avenue des Landes,47310,47300,Sérignac-sur-Garonne,Lot-et-Garonne,Nouvelle-Aquitaine,44.213186,0.484729,,Non,972564275,,coworking.serignac@gmail.com,https://www.coworking47-co-clic-co.com/,,"lundi, mardi, jeudi : 9h-12h30 13h-17h30 et Vendredi 8h30-12h30","Mo, Tu, Th 09:00-12:30,13:00-17:30, Fr 08:30-12:30",Tout public,,Individuel,une adhésion de 15 euros ou 5 euros la démarche pour les autres communes,,,
MFR du Néracais-Barbaste,,,Organisme de formations,,,,200 Moulin Neuf 47230 Barbaste,,Moulin Neuf,47230,47021,Barbaste,Lot-et-Garonne,Nouvelle-Aquitaine,44.177463,0.26366,,Non,553655606,,mfr.barbaste@mfr.asso.fr,mfrdebarbaste.fr,,Du lundi au vendredi de 8h00 à 17h30,Mo-Fr 08:00-17:30,Tout public,,Collectif,A construire selon la demande,,,
AIM47,,,Association,,,,1113 ave joliot curie 47800 miramont de guyenne,1113,Avenue Joliot Curie,47800,47168,Miramont-de-Guyenne,Lot-et-Garonne,Nouvelle-Aquitaine,44.596985,0.37613,,Non,553641493,,aim47@free.fr,aim47.free.fr,,samedi 14 à 16h,,Tout public,,Individuel,50€ par an,,,
Bureau Information Jeunesse,,,"Commune (Ville, CCAS, Centre Culturel...)",,,,7 avenue René BOUCHON 47110 Sainte Livrade sur Lot,7,Avenue René Bouchon,47110,47252,Sainte-Livrade-sur-Lot,Lot-et-Garonne,Nouvelle-Aquitaine,44.397888,0.591626,,Non,553014798,,bij@ville-ste-livrade47.fr,,,Ouvert tous les jours de la semaine de 9h00 à 12h00 et de 14h00 à 18h00 (sauf le mardi après-midi et le jeudi matin),,"Demandeurs d'emploi,Jeunes",Accès libre,Individuel,Service public gratuit,,,
Association Lou Veratous,,,Association,,,,place Dubarry 47600 Moncrabeau,,Place Dubarry,47600,47174,Moncrabeau,Lot-et-Garonne,Nouvelle-Aquitaine,44.034633,0.370463,,Non,973175230,,louveratous@gmail.com,louveratous.com,,vendredi de 10h à 12h,Fr 10:00-12:00,"Tout public,Séniors",,Individuel,adhésion annuelle de 10 euros - aide numérique gratuite,,,
