nom,structure_porteuse,description,type_lieu,statut,nature_juridique,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_commune,adresse_departement,adresse_region,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_details,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,tarifs,accessibilite,services,labels
ACIFOP,,"Centre de formation professionnelle, l’ACIFOP propose notamment, dans le cadre de parcours de formation individualisés, des formations en bureautique (Word, Excel, Powerpoint, Outlook, Facebook, validation TOSA …) qui peuvent pour certaines être prises en charge dans le cadre du plan de formation de l’entreprise ou du CPF (Compte Personnel de Formation).",Association,,,,7 Bis rue Max Linder - 33500 LIBOURNE,7 bis,Rue Max Linder,33500,33243,Libourne,Gironde,Nouvelle-Aquitaine,44.938042,-0.23593,,Non,0557254040,,accueil@formation-lac.com,http://www.acifop.com/,,,,,,,,,Acquisition de compétences numériques,
Action jeunes,,,Administration / Collectivité territoriale,,,,Avenue André Vignau Anglade - 33560 CARBON BLANC,,Avenue André Vignau Anglade,33560,33096,Carbon-Blanc,Gironde,Nouvelle-Aquitaine,44.895164,-0.501687,,Non,0557776884,,action-jeunes@carbon-blanc.fr,https://www.facebook.com/mptactionjeunes,,,,,,,,,,
ADELE - Service Emploi de Bègles,,"Association pour le Développement Local et l’Emploi, assure une mission d’accompagnement vers l’Emploi durable de publics rencontrant des difficultés d’accès à l’emploi par la gestion de trois dispositifs :

    Le P.L.I.E. des Graves
    Le Service Emploi
    Le BT Emploi

A.DE.L.E. mobilise de nombreux Partenaires : Services Actions économiques des collectivités, Clubs d’entreprises des territoires, partenaires sociaux et institutionnels avec lesquels elle s’engage sur la lutte contre les discriminations, la promotion de la diversité et de l’égalité Hommes/Femmes.",Association,,,,Rue Robert Schuman,,Rue Robert Schuman,33300,33063,Bordeaux,Gironde,Nouvelle-Aquitaine,44.858938,-0.582755,,Non,0556496275,,,,,,,,,,,,Accompagnement aux démarches administratives en ligne,
Agence Multi Sociale Agricole (MSA),,"La MSA gère l'ensemble de la protection sociale de la profession agricole (exploitants, employeurs, salariés, retraités, ainsi que leurs familles)

Fermé le 3ème mardi de chaque mois
Accès PMR
Libre d'accès, gratuit, pour tous les allocataires MSA","Organisme de sécurité sociale (CAF, CPAM, CARSAT, MSA...)",,,,9 Avenue du Général de Gaulle 33500 Libourne,9,Avenue du Général de Gaulle,33500,33243,Libourne,Gironde,Nouvelle-Aquitaine,44.90764,-0.232315,,Non,0556018383,,@,http://www.msa33.fr,,,,,,,,,,
ALTER EGAUX,,"ALTER EGAUX est une micro-entreprise créée en Avril 2018, qui réalise des prestations d’accompagnement administratif et juridique pour les particuliers, les associations et les petites entreprises. L’éventail des interventions est extrêmement large (aide au courrier, accompagnement aux démarches numérisées sites CAF, MDSI, CCAS, MDPH, CESU, Pole Emploi, CPAM, MSA, etc), rédaction/modification de statuts associatifs, élaboration de dossiers de demandes de subvention pour des associations, formalités administratives de création/radiation SCI, accompagnement à la résolution amiable de litiges de la vie quotidienne et suivi de l’application des décisions afférentes), et caetera.
Nous sommes également dans une démarche de demande d’agrément « Formateur » auprès de la DIRECCTE car nous souhaitons accompagner les entreprises, collectivités et association dans leur gestion des risques juridiques et la conduite de démarches inclusives, en soutien aux politiques publiques de lutte contre les discriminations.",Autre / Inconnu,,,,12 rue du Maréchal Joffre 33130 Bègles,12,Rue du Maréchal Joffre,33130,33039,Bègles,Gironde,Nouvelle-Aquitaine,44.806502,-0.54942,,Non,0557042471,,cyrille.alteregaux@orange.fr,www.alteregaux33.fr,,,,,,,,,,
Amicale Laïque La Glacière maison de quartier,,"L'Amicale Laïque est une association loi 1901, reconnue d'utilité publique, affiliée à la Ligue de l'Enseignement 33. Elle propose à ses adhérents de nombreuses activités socioculturelles et sportives. L'Amicale organise aussi plusieurs animations pour le quartier (Art'expo début avril, Artisan'art fin novembre, concerts, spectacles et fêtes...) Ses objectifs sont de faire participer les habitants des quartiers situés à l'Est de Mérignac à la vie et à 'animation de leur quartier et d'amener les enfants et les adolescents à avoir une démarche citoyenne et responsable......",Association,,,,"56, rue Armand Gayral - 33700 MERIGNAC",56,Rue Armand Gayral,33700,33281,Mérignac,Gironde,Nouvelle-Aquitaine,44.836235,-0.619646,,Non,0556966265,,alg-merignac@wanadoo.fr,http://www.algmerignac.fr/,,,,,,,,,,
APRODISC,,,Association,,,,4 avenue de Mercade - 33880 ST CAPRAIS DE BORDEAUX,4,Avenue de Mercade,33880,33381,Saint-Caprais-de-Bordeaux,Gironde,Nouvelle-Aquitaine,44.750496,-0.436469,,Non,0557979424,,aprodisc@wanadoo.fr,http://www.aprodisc.org/,,,,,,,,,,
Arrpej association Les Cygnes de vie,,"Tu as besoin de parler ?
Tu cherches des infos sur ta santé et tes droits
Trouve un lieu proche de chez toi",Association,,,,22 Rue Emile Combes - 33350 CASTILLON LA BATAILLE,22,Rue Emile Combes,33350,33108,Castillon-la-Bataille,Gironde,Nouvelle-Aquitaine,44.852501,-0.044759,,Non,0557401565,,arrpej@wanadoo.fr,http://www.cygnesdevie.fr/Les_cygnes_de_vie/ARRPEJ.html,,,,,,,,,,
Arts et loisirs d'Arlac,,"Centre socioculturel d' Arlac
Tout public - Adhésion à l'association obligatoire",Association,,,,Avenue de la Chapelle Ste Bernadette,,Avenue Chapelle Sainte-bernadette,33700,33281,Mérignac,Gironde,Nouvelle-Aquitaine,44.822223,-0.622054,,Non,0556995533,,contact@artsetloisirsarlac.fr,http://www.artsetloisirsarlac.fr,,,,,,,,,,
Association ALCIDE Centre socioculturel « Portraits de Familles »,,"« Portraits de familles » est un centre socioculturel qui propose de nombreux services et de nombreuses activités pour tous : des sorties, le café des parents, le Réseau d’Echange Réciproque de Savoirs, le point relais CAF, les ateliers parents-enfants, la Ludothèque, l’atelier couture, les popotes, ….

Gratuit - adhésion au CSC demandé pour les ateliers 10€/an/famille)
Il peut être demandé une participation financière pour les impressions.
Accès libre, tout public
Page Facebook : PortraitsdefamillesCSC",Association,,,,71 route de Paris 33910 SAINT DENIS DE PILE,71,Route de Paris,33910,33393,Saint-Denis-de-Pile,Gironde,Nouvelle-Aquitaine,44.990002,-0.207382,,Non,0557519275,,portraitsdefamilles@orange.fr,,,,,,,,,,,
