nom,structure_porteuse,description,type_lieu,statut,nature_juridique,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_commune,adresse_departement,adresse_region,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_details,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,tarifs,accessibilite,services,labels
EPN - Bayeux-Argouges,Espace Argouges,,Espace Public Numérique (EPN),,,,48 bis rue de Beauvais 14400 Bayeux,,Rue de Beauvais,14400,14047,Bayeux,Calvados,Normandie,49.290666,-0.710783,,Non,0231921108,,epn@mairie-bayeux.fr,https://www.bayeux.fr/fr/culture/espace-public-numerique,,,,,,,,,,
EPN Cyberbase - Les motordus,Médiathèque de Blainville-sur-Orne,,Espace Public Numérique (EPN),,,,5  rue du général Leclerc 14550 Blainville-sur-Orne,,Rue du Général Leclerc,14550,14076,Blainville-sur-Orne,Calvados,Normandie,49.226598,-0.303304,,Non,0231060206,,mediatheque@blainville-sur-orne.fr,http://blainville.opac3d.fr,,,,,,,,,,
EPN - AMVD,Association Mieux Vivre et Détente (AMVD),,Espace Public Numérique (EPN),,,,60  place Champlain 14000 Caen,60,Place Champlain,14000,14118,Caen,Calvados,Normandie,49.196861,-0.346803,,Non,0231931080,,epn@amvd.fr,http://www.amvd.fr,,,,,,,,,,
EPN - Bb du Centre Ville - Alexis de Tocqueville,Bibliothèque centrale de Caen,,Espace Public Numérique (EPN),,,,15  quai François Mitterand 14000 Caen,15,Quai Francois Mitterrand,14000,14118,Caen,Calvados,Normandie,49.181869,-0.35061,,Non,0231304700,,bibliotheque.caen@caenlamer.fr,http://bibliotheques.caenlamer.fr/caen-bibliotheque-alexis-de-tocqueville.aspx,,,,,,,,,,
EPN - Bb de la Grâce de Dieu - Point multimédia,Bibliothèque de la Grâce de Dieu,,Espace Public Numérique (EPN),,,,8  esplanade André Malraux 14000 Caen,8,Esplanade Andre Malraux,14000,14118,Caen,Calvados,Normandie,49.16182,-0.361097,,Non,0214372982,,bibliotheque.gracededieu@agglo-caen.fr,http://bibliotheques.caenlamer.fr/caen-bibliotheque-grace-de-dieu-accueil.aspx,,,,,,,,,,
EPN - Bb Pierre Heuzé - Point multimédia,Bibliothèque de la Pierre Heuzé,,Espace Public Numérique (EPN),,,,17  place Champlain 14000 Caen,17,Place Champlain,14000,14118,Caen,Calvados,Normandie,49.197681,-0.347121,,Non,0214372981,,bibliotheque.pierreheuze@agglo-caen.fr,http://bibliotheques.caenlamer.fr/caen-bibliotheque-pierre-heuze-accueil.aspx,,,,,,,,,,
EPN - Bb Chemin Vert - CyberEspace,Bibliothèque du Chemin Vert,,Espace Public Numérique (EPN),,,,6  rue Jean Racine 14000 Caen,6,Rue Jean Racine,14000,14118,Caen,Calvados,Normandie,49.193918,-0.390693,,Non,0214372987,,bibliotheque.cheminvert@agglo-caen.fr,http://bibliotheques.caenlamer.fr/default/caen-bibliotheque-chemin-vert-accueil.aspx,,,,,,,,,,
EPN - Centre d'animation CAF La Folie Couvrechef,Centre d'animation La Folie Couvrechef,,Espace Public Numérique (EPN),,,,3  rue des Acadiens 14000 Caen,3,Rue des Acadiens,14000,14118,Caen,Calvados,Normandie,49.204308,-0.381599,,Non,0231440695,,,https://www.caf.fr/allocataires/caf-du-calvados/points-d-accueil/centre-municipal-d-animation-caen-folie,,,,,,,,,,
EPN - La Prairie,Centre d'Animation La Prairie Caen,,Espace Public Numérique (EPN),,,,11  avenue Albert Sorel 14000 Caen,11,Avenue Albert Sorel,14000,14118,Caen,Calvados,Normandie,49.177693,-0.370944,,Non,0231852516,,julien.epnlaprairie@gmail.com,http://www.la-prairie.com/activite/informatique/,,,,,,,,,,
EPN - Tandem,Centre d'Animation Tandem,,Espace Public Numérique (EPN),,,,8  rue Nicolas Oresme 14000 Caen,8,Rue Nicolas Oresme,14000,14118,Caen,Calvados,Normandie,49.18524,-0.399658,,Non,0231295454,,info@caentandem.com,http://www.caentandem.com,,,,,,,,,,
EPN - Centre socio-culturel du Chemin Vert,Centre socio-culturel - Caen - Chemin Vert,,Espace Public Numérique (EPN),,,,17  rue Pierre Corneille 14000 Caen,17,Rue Pierre Corneille,14000,14118,Caen,Calvados,Normandie,49.192943,-0.390573,,Non,0231731969,,,https://www.caf.fr/allocataires/caf-du-calvados/points-d-accueil/centre-socio-culturel-caen-chemin-vert,,,,,,,,,,
EPN - Centre socio-culturel CAF de la Guérinière,Centre socio-culturel CAF de la Guérinière,,Espace Public Numérique (EPN),,,,2  boulevard de l'Espérance 14000 Caen,2,Boulevard de l'Esperance,14000,14118,Caen,Calvados,Normandie,49.16145,-0.344443,,Non,0231525900,,,https://www.caf.fr/allocataires/caf-du-calvados/points-d-accueil/centre-socio-culturel-caen-gueriniere-0,,,,,,,,,,
EPN - Centre socio-culturel CAF de la Pierre Heuzé,Centre socio-culturel CAF de la Pierre Heuzé,,Espace Public Numérique (EPN),,,,49  boulevard Général Vanier 14000 Caen,49,Boulevard General Vanier,14000,14118,Caen,Calvados,Normandie,49.197336,-0.349529,,Non,0231934145,,,https://www.caf.fr/allocataires/caf-du-calvados/points-d-accueil/centre-socio-culturel-caen-pierre-heuze-0,,,,,,,,,,
EPN - Centre socio-culturel CAF Grâce de Dieu,Centre socio-culturel CAF Grâce de Dieu,,Espace Public Numérique (EPN),,,,0  avenue Père Charles de Foucauld 14000 Caen,,Avenue Pere Charles de Foucauld,14000,14118,Caen,Calvados,Normandie,49.162068,-0.366076,,Non,0231823469,,,https://www.caf.fr/allocataires/caf-du-calvados/points-d-accueil/centre-socio-culturel-caen-grace-de-dieu,,,,,,,,,,
EPN - Bb de La Guérinière - CyberEspace,MJC de la Guérinière,,Espace Public Numérique (EPN),,,,10  rue des Bouviers 14000 Caen,10,Rue des Bouviers,14000,14118,Caen,Calvados,Normandie,49.16346,-0.346174,,Non,0214372983,,bibliotheque.gueriniere@agglo-caen.fr,http://bibliotheques.caenlamer.fr/caen-bibliotheque-la-gueriniere-accueil.aspx,,,,,,,,,,
Médiathèque Intercommunale de La Cambe,Médiathèque Intercommunale de La Cambe,,Espace Public Numérique (EPN),,,,0  rue Principale 14230 La Cambe,,Rue Principale,14230,14124,La Cambe,Calvados,Normandie,49.342594,-1.004718,,Non,0231106616,,mediatheque.lacambe@ccigi.fr,http://www.isigny-grandcamp-intercom.fr/isigny_grandcamp_intercom/service_a_la_population/bibliotheque_intercommunale_de_la_cambe.html,,,,,,,,,,
EPN - Anacrouses,,,Espace Public Numérique (EPN),,,,45  rue Saint Martin 14240 Caumont-sur-Aure,45,Rue Saint Martin,14240,14143,Caumont-sur-Aure,Calvados,Normandie,49.112483,-0.817302,,Non,0981626624,,contact@anacrouses.fr,,,,,,,,,,,
EPN - Médiathèque,Biblio'tech,,Espace Public Numérique (EPN),,,,0  cour du Champ Colette 14800 Deauville,,Cour du Champ Colette,14800,14220,Deauville,Calvados,Normandie,49.344756,0.073462,,Non,0231887937,,mediatheque@deauville.fr,http://www.deauvillebibliotech.fr,,,,,,,,,,
EPN - Médiathèque Jacques Prévert,Médiathèque Jacques Prévert,,Espace Public Numérique (EPN),,,,0  rue du Commandant Charcot 14160 Dives-sur-Mer,,Avenue du Commandant Charcot,14160,14225,Dives-sur-Mer,Calvados,Normandie,49.292662,-0.098214,,Non,0231242927,,mediatheque@dives-sur-mer.fr,http://www.mediatheque-dives.fr/,,,,,,,,,,
EPN NCPA - site de Dozulé,Ecole élémentaire de Dozulé Unité B,,Espace Public Numérique (EPN),,,,23   Grande rue 14430 Dozulé,23,Grande Rue,14430,14229,Dozulé,Calvados,Normandie,49.233103,-0.039658,,Non,0787771085,,epn@normandiecabourgpaysdauge.fr,http://www.epn.ncpa.fr,,,,,,,,,,
EPN - Falaise,,,Espace Public Numérique (EPN),,,,1  rue des Prémontrés 14700 Falaise,1,Rue des Prémontrés,14700,14258,Falaise,Calvados,Normandie,48.895006,-0.194967,,Non,0231207968,,epn@falaise.fr,http://www.falaise.fr/a-tout-age/centre-socioculturel/espace-public-numerique/,,,,,,,,,,
EPN - Bibliothèque municipale,Bibliothèque municipale Pauline ROLAND,,Espace Public Numérique (EPN),,,,20  rue François Mitterrand 14123 Fleury-sur-Orne,20,Rue Francois Mitterrand,14123,14271,Fleury-sur-Orne,Calvados,Normandie,49.151245,-0.37357,,Non,0231843194,,epn@fleurysurorne.fr,http://epn.fleurysurorne.fr,,,,,,,,,,
EPN NCPA - site de Gonneville en Auge,,,Espace Public Numérique (EPN),,,,4  rue de la Mairie 14810 Gonneville-en-Auge,4,Rue de la Mairie,14810,14306,Gonneville-en-Auge,Calvados,Normandie,49.261146,-0.189775,,Non,0231242593,,epn@normandiecabourgpaysdauge.fr,http://www.epn.ncpa.fr,,,,,,,,,,
Point Public Numérique,Office du tourisme,,Espace Public Numérique (EPN),,,,26  quai Henri Crampond 14450 Grandcamp-Maisy,26,Quai Crampon,14450,14312,Grandcamp-Maisy,Calvados,Normandie,49.389063,-1.04327,,Non,0231214600,,epn@isigny-omaha-intercom.fr,http://www.isigny-grandcamp-intercom.fr/office_de_tourisme_isigny_omaha/informations_pratiques/office_de_tourisme2.html,,,,,,,,,,
EPN - Cyber-Base Médiathèque,Médiathèque Jean-François Sarasin,,Espace Public Numérique (EPN),,,,144  grande rue 14880 Hermanville-sur-Mer,144,Grande Rue,14880,14325,Hermanville-sur-Mer,Calvados,Normandie,49.28612,-0.313297,,Non,0231361805,,epn@hermanville-sur-mer.fr,https://www.hermanvillesurmer.fr/Salle-internet_a697.html,,,,,,,,,,
EPN - Bb d'Hérouville St Clair,Bibliothèque d'Hérouville Saint-Clair,,Espace Public Numérique (EPN),,,,5  square du Théâtre 14200 Hérouville-Saint-Clair,5,Square du Théâtre,14200,14327,Hérouville-Saint-Clair,Calvados,Normandie,49.20299,-0.332713,,Non,0214372860,,bibliherouville@caenlamer.fr,http://bibliotheques.caenlamer.fr/Default/bibliotheque-herouville-saint-clair.aspx,,,,,,,,,,
EPN - Centre socio-culturel CAF Hérouville-Saint-Clair,Centre socio-culturel CAF Hérouville-Saint-Clair,,Espace Public Numérique (EPN),,,,202  boulevard des Belles Portes 14200 Hérouville-Saint-Clair,202,Les Belles Portes,14200,14327,Hérouville-Saint-Clair,Calvados,Normandie,49.202499,-0.328334,,Non,0231958300,,,https://www.caf.fr/allocataires/caf-du-calvados/points-d-accueil/centre-socio-culturel-herouville-saint-clair-0,,,,,,,,,,
EPN - Jeunes Séniors Familles,Jeunes sans Frontières,,Espace Public Numérique (EPN),,,,0  avenue du Canteloup 14600 Honfleur,,Ferme du Canteloup,14600,14333,Honfleur,Calvados,Normandie,49.409407,0.247435,,Non,0231494900,,jsfhonfleur@gmail.com,https://www.jsfhonfleur.fr/espace-public-num%C3%A9rique/,,,,,,,,,,
EPN NCPA - site d'Houlgate,Centre Sportif de Normandie,,Espace Public Numérique (EPN),,,,0  route de la Vallée 15410 Houlgate,,Route de la Vallee,14510,14338,Houlgate,Calvados,Normandie,49.294182,-0.069521,,Non,0231242593,,epn@normandiecabourgpaysdauge.fr,,,,,,,,,,,
EPN - Isigny Omaha Intercom,Maison des services - Isigny-sur-Mer,,Espace Public Numérique (EPN),,,,16  rue Emile Demagny 14230 Isigny-sur-Mer,16,Rue Emile Demagny,14230,14342,Isigny-sur-Mer,Calvados,Normandie,49.319036,-1.100551,,Non,0231214227,,epn@isigny-omaha-intercom.fr,https://isigny-omaha-intercom.fr/vie-quotidienne/espace-public-numerique-epn/,,,,,,,,,,
EPN - Centre socio-culturel CAF de Lisieux,Centre socio-culturel CAF de Lisieux,,Espace Public Numérique (EPN),,,,0  rue de Taunton 14100 Lisieux,,Rue de Taunton,14100,14366,Lisieux,Calvados,Normandie,49.142833,0.24031,,Non,0231316712,,,https://www.caf.fr/allocataires/caf-du-calvados/points-d-accueil/centre-socio-culturel-lisieux,,,,,,,,,,
